beer_name,beer_abv,beer_ibu,beer_srm,beer_kcal,national_id,category_id,brewery_id,description,ounces
Chronic Ale,0.049,,,,america,American Amber / Red Ale,370,,16
Swami's India Pale Ale,0.068,,,,america,American IPA,370,,16
New Cleveland Palesner,0.05,,,,america,American Pilsner,147,,12
Mazzie,0.054,45,,,america,American Pale Ale (APA),55,,12
Big Chuck Barleywine,0.099,,,,america,American Barleywine,274,,12
Ponderosa IPA,,,,,america,American IPA,548,,12
Liquid Amber Ale,,,,,america,American Amber / Red Ale,548,,12
Morning Wood Wheat (Current),0.059,14,,,america,American Pale Wheat Ale,135,,12
Hideout Helles,0.069,17,,,america,Munich Helles Lager,135,,12
Dead Eye Dunkel,0.06,15,,,america,Munich Dunkel Lager,135,,12
Peacemaker Pilsner,0.058,21,,,america,Czech Pilsener,135,,12
Over the Rail Pale Ale,0.057,68,,,america,American Pale Ale (APA),135,,12
Pallavicini Pilsner (2009),0.058,21,,,america,Czech Pilsener,135,,12
Morning Wood Wheat (Current),0.059,14,,,america,American Pale Wheat Ale,135,,12
Pyramid Hefeweizen (2011),0.052,18,,,america,Hefeweizen,544,,12
Haywire Hefeweizen (2010),0.052,18,,,america,Hefeweizen,544,,16
Golden Fleece,0.045,35,,,america,Belgian Pale Ale,246,,12
Smoking Mirror,0.055,30,,,america,American Porter,246,,12
Rahr's Blonde,0.046,,,,america,Munich Helles Lager,176,,12
Pride of Texas Pale Ale,0.058,60,,,america,American Pale Ale (APA),176,,12
18th Anniversary Gose,0.044,5,,,america,Gose,128,,12
White (2015),0.046,25,,,america,Witbier,128,,12
BLAKKR,0.099,85,,,america,American Black Ale,128,,12
Firemans #4 Blonde Ale (2013),0.051,21,,,america,American Blonde Ale,128,,12
The Sword Iron Swan Ale,0.059,,,,america,English Pale Ale,128,,12
Hans' Pils (2015),0.053,52,,,america,German Pilsener,128,,12
Four Squared (2015),0.06,50,,,america,American Blonde Ale,128,,12
Firemans #4 Blonde Ale (2015),0.051,21,,,america,American Blonde Ale,128,,12
Watership Brown Ale,0.072,55,,,america,American Brown Ale,475,,12
Gangway IPA,0.062,55,,,america,American IPA,475,,12
Long Day Lager,0.049,,,,america,Czech Pilsener,475,,12
Farmer's Daughter Blonde,0.051,17,,,america,American Blonde Ale,68,,16
Pump House IPA,0.055,45,,,america,American IPA,68,,16
Suicide Blonde IPA,0.07,,,,america,Belgian IPA,68,,16
Vanilla Porter,0.047,25,,,america,American Porter,68,,16
Honey Rye,0.058,18,,,america,Rye Beer,68,,16
Happy Cider,0.055,,,,america,Cider,403,,16
Long Hammer IPA,0.065,44,,,america,American IPA,487,,16
Long Hammer IPA,0.065,44,,,america,American IPA,487,,12
Copper Hook (2011),0.058,27,,,america,American Amber / Red Ale,487,,12
Nectar of the Hops,0.08,,,,america,Mead,421,,16
Sunshine Nectar,0.08,,,,america,Mead,421,,16
Black Raspberry Nectar,0.08,,,,america,Mead,421,,16
Blood Orange Wit,0.05,16,,,america,Witbier,225,,16
Consilium,0.05,40,,,america,American Pale Ale (APA),110,,12
Hammer & Sickle,0.09,60,,,america,Russian Imperial Stout,110,,12
Redacted Rye IPA,0.07,100,,,america,American IPA,110,,16
Elevation Triple India Pale Ale,0.099,100,,,america,American Double / Imperial IPA,110,,12
5:00 O'Clock Afternoon Ale,0.05,25,,,america,American Blonde Ale,110,,16
Ryeteous Rye IPA (2012),0.07,100,,,america,American IPA,110,,16
Stout Ol' Friend,0.064,,,,america,American Stout,386,,16
Stout Ol' Friend (2012),0.064,,,,america,American Stout,386,,16
Rye Porter,,,,,america,American Porter,386,,16
Miner's Gold,0.05,,,,america,American Blonde Ale,386,,16
Vienna Lager,0.046,,,,america,Vienna Lager,386,,16
Jessie's Garage,0.056,,,,america,American Pale Ale (APA),386,,16
Colorado Red Ale,0.062,,,,america,American Amber / Red Ale,386,,12
Miner's Gold,,,,,america,American Blonde Ale,386,,12
Fist City,0.055,40,,,america,American Pale Ale (APA),44,,12
A Little Crazy,0.068,,,,america,Belgian Pale Ale,44,,12
Rosa Hibiscus Ale,0.058,15,,,america,Herbed / Spiced Beer,44,,12
Fistmas Ale,0.061,31,,,america,Herbed / Spiced Beer,44,,12
Oktoberfest Revolution,0.057,25,,,america,Märzen / Oktoberfest,44,,12
Eugene Porter,0.068,28,,,america,American Porter,44,,12
Anti-Hero IPA,0.065,70,,,america,American IPA,44,,12
Bottom Up Belgian Wit,0.05,14,,,america,Witbier,44,,12
Hustle,0.057,42,,,america,American Amber / Red Ale,93,,12
Pure Fury,0.055,42,,,america,American Pale Ale (APA),93,,12
Dad,0.06,60,,,america,American Amber / Red Ale,93,,12
Panther,0.058,35,,,america,American Porter,93,,12
Franz,0.052,21,,,america,Märzen / Oktoberfest,93,,12
Zen,0.043,45,,,america,American Pale Ale (APA),93,,12
Truth,0.072,75,,,america,American IPA,93,,12
Cougar,0.048,25,,,america,American Blonde Ale,93,,12
Smooth Operator,0.038,,,,america,Cream Ale,162,,16
Gose,0.035,,,,america,Gose,42,,16
Maine Island Trail Ale,0.043,,,,america,American Pale Ale (APA),42,,16
River North White Ale,0.05,,,,america,Witbier,459,,16
River North Ale,0.05,,,,america,American Amber / Red Ale,459,,16
Lil SIPA,0.05,55,,,america,American IPA,321,,16
Hop Bomber Rye Pale Ale,0.055,60,,,america,American Pale Ale (APA),321,,16
Jah Mon,0.05,100,,,america,American IPA,43,,12
Oktoberfest,0.062,,,,america,Märzen / Oktoberfest,43,,12
Headless Wylie,0.08,,,,america,Pumpkin Ale,43,,12
Dayman IPA,0.05,,,,america,American IPA,43,,12
All Aboard! Anniversary Stout,0.071,,,,america,Oatmeal Stout,43,,12
Hop Lace,0.062,,,,america,American White IPA,43,,12
OH-PA Session Pale Ale,0.048,,,,america,American Pale Ale (APA),43,,12
Patrick's Poison,0.08,,,,america,American Amber / Red Ale,43,,12
Rudolph's Red,0.081,,,,america,American Amber / Red Ale,43,,12
Babbling Blonde,0.053,,,,america,American Blonde Ale,43,,12
Maxwell's Scottish Ale,0.051,,,,america,Scottish Ale,43,,12
Grateful White,0.061,,,,america,Witbier,43,,12
RT Lager,0.055,,,,america,American Amber / Red Lager,43,,12
Old Wylie's IPA,0.062,,,,america,American IPA,43,,12
Hala Kahiki Pineapple Beer,0.048,,,,america,Fruit / Vegetable Beer,43,,12
Track 1 Amber Lager,0.045,,,,america,American Amber / Red Lager,427,,16
Pine Knob Pilsner,0.053,,,,america,Czech Pilsener,229,,16
Cal and Co. Black Cherry Porter,,,,,america,American Porter,229,,16
Lazy Daze Lager,0.055,,,,america,American Adjunct Lager,229,,16
Rochester Red Ale,0.059,,,,america,American Amber / Red Ale,229,,16
Milkshake Stout,0.05,,,,america,Milk / Sweet Stout,229,,16
Cornerstone IPA,0.07,,,,america,American IPA,229,,16
Lazy Daze Lager,0.055,,,,america,American Adjunct Lager,229,,12
Rogue American Amber Ale,0.051,,,,america,American Amber / Red Ale,289,,16
12th Round,0.076,78,,,america,American Strong Ale,376,,16
RoughTail IPA,0.07,80,,,america,American IPA,376,,16
Polar Night Stout,0.08,,,,america,American Stout,376,,16
Sundown,0.071,36,,,america,Saison / Farmhouse Ale,164,,12
Sanctified,0.099,,,,america,Belgian Strong Pale Ale,164,,12
Fear of a Brett Planet,0.051,,,,america,American Pale Ale (APA),164,,12
Original Slacker Ale,0.056,40,,,america,English Brown Ale,164,,12
Alpha Blackback,0.072,,,,america,American Black Ale,164,,12
Kiss Off IPA,0.063,,,,america,American IPA,164,,12
Dog Days Summer Ale,0.045,28,,,america,Kölsch,164,,12
1881 California Red,0.056,35,,,america,American Amber / Red Ale,397,,12
CAPT Black IPA,0.073,55,,,america,American Black Ale,397,,12
Ruhstaller's Gilt Edge Lager Beer,0.048,42,,,america,American Amber / Red Lager,397,,12
CAPT Black IPA,0.073,55,,,america,American Black Ale,397,,16
1881 California Red Ale,0.056,35,,,america,American Amber / Red Ale,397,,16
Saint Archer White Ale,0.05,15,,,america,Witbier,288,,12
Saint Archer IPA,0.068,66,,,america,American IPA,288,,12
Saint Archer Pale Ale,0.052,40,,,america,American Pale Ale (APA),288,,12
Saint Archer Blonde,0.048,22,,,america,Kölsch,288,,12
Sex Panther,0.069,20,,,america,American Porter,30,,12
Winter Warmer (Vault Series),0.095,25,,,america,Winter Warmer,30,,16
Count Hopula (Vault Series),0.091,99,,,america,American Double / Imperial IPA,30,,16
Oktoberfest,0.055,,,,america,Märzen / Oktoberfest,30,,12
SunSpot Golden Ale,0.05,15,,,america,American Blonde Ale,30,,12
I.W.A. (2011),0.06,,,,america,American Pale Wheat Ale,30,,12
Supermonk I.P.A.,0.065,,,,america,Belgian IPA,30,,12
Epicenter Amber Ale,0.055,20,,,america,American Amber / Red Ale,30,,12
SanTan HefeWeizen,0.05,15,,,america,Hefeweizen,30,,12
Hop Shock IPA,0.07,85,,,america,American IPA,30,,12
Sex Panther (2014),0.069,20,,,america,American Porter,30,,12
Rail Slide Imperial Spiced Ale,0.081,,,,america,Herbed / Spiced Beer,30,,12
Mr. Pineapple,0.05,20,,,america,Fruit / Vegetable Beer,30,,12
American Idiot Ale (2012),0.055,45,,,america,American Pale Ale (APA),30,,12
Hop Shock IPA (2010),0.07,85,,,america,American IPA,30,,12
SanTan HefeWeizen (2010),0.05,15,,,america,Hefeweizen,30,,12
Epicenter Amber Ale (2010),0.055,20,,,america,American Amber / Red Ale,30,,12
Sanitas Saison Ale,0.058,20,,,america,Saison / Farmhouse Ale,419,,12
Sanitas Black IPA,0.068,65,,,america,American Black Ale,419,,12
Giant DIPA,0.089,88,,,america,American Double / Imperial IPA,252,,16
Dread Brown Ale,0.054,,,,america,American Brown Ale,252,,12
Casinos IPA,0.07,,,,america,English India Pale Ale (IPA),252,,16
Saison 88,0.055,30,,,america,Saison / Farmhouse Ale,392,,12
Black IPA,0.071,95,,,america,American Black Ale,392,,12
Santa Fe Irish Red Ale,0.045,,,,america,Irish Red Ale,392,,12
Santa Fe Oktoberfest,,,,,america,Märzen / Oktoberfest,392,,12
Imperial Java Stout,0.08,,,,america,Russian Imperial Stout,392,,12
Freestyle Pilsner,0.055,,,,america,German Pilsener,392,,12
Happy Camper IPA,0.066,,,,america,American IPA,392,,12
Oval Beach Blonde Ale,0.05,11,,,america,American Blonde Ale,398,,16
Oak Aged Cider,0.065,,,,america,Cider,394,,12
Ginger Cider,0.065,,,,america,Cider,394,,12
Schilling Hard Cider,0.065,,,,america,Cider,394,,12
Schlafly Yakima Wheat Ale,0.05,45,,,america,American Pale Wheat Ale,428,,12
Schlafly Black Lager,0.05,,,,america,Schwarzbier,428,,12
Schlafly IPA,0.045,30,,,america,American IPA,428,,12
Schlafly American Brown Ale,0.05,30,,,america,American Brown Ale,428,,12
Schlafly Hefeweizen,0.041,16,,,america,Hefeweizen,428,,12
Schlafly Summer Lager,0.045,17,,,america,Munich Helles Lager,428,,12
Sea Dog Wild Blueberry Wheat Ale,0.047,,,,america,Fruit / Vegetable Beer,502,,12
Blur India Pale Ale,0.074,60,,,america,American IPA,432,,12
Dry Cider,0.065,,,,america,Cider,411,,16
Dry Hard Cider,0.065,,,,america,Cider,411,,16
Frankenlou's IPA,0.07,105,,,america,American IPA,494,,16
Becky's Black Cat Porter,0.07,55,,,america,American Porter,494,,16
Seventh Son of a Seventh Son,0.077,40,,,america,American Strong Ale,183,,16
Stone Fort Brown Ale,0.053,20,,,america,English Brown Ale,183,,16
Seventh Son Hopped Red Ale,0.077,40,,,america,American Amber / Red Ale,183,,16
Humulus Nimbus Super Pale Ale,0.06,53,,,america,American Pale Ale (APA),183,,16
Golden Ratio IPA,0.07,68,,,america,American IPA,183,,16
Black Hop IPA,0.068,,,,america,American Black Ale,130,,12
Archer's Ale (2004),0.05,,,,america,English Pale Ale,511,,12
Monkey Fist IPA,0.069,65,,,america,American IPA,385,,12
Shipyard Summer Ale,0.051,,,,america,American Pale Wheat Ale,385,,12
Pumpkinhead Ale,0.047,,,,america,Pumpkin Ale,385,,12
Shipyard Export,0.051,,,,america,American Blonde Ale,385,,12
Nooner,0.052,,,,america,German Pilsener,83,,12
Torpedo,0.072,65,,,america,American IPA,83,,12
Yonder Bock,0.06,,,,america,Maibock / Helles Bock,83,,12
CANfusion Rye Bock,0.06,,,,america,Rye Beer,83,,12
Sierra Nevada Pale Ale,0.056,37,,,america,American Pale Ale (APA),83,,16
Old Chico Crystal Wheat,0.048,26,,,america,American Pale Wheat Ale,83,,12
Summerfest,0.05,28,,,america,Czech Pilsener,83,,12
Torpedo,0.072,65,,,america,American IPA,83,,16
Sierra Nevada Pale Ale,0.056,37,,,america,American Pale Ale (APA),83,,12
Sietsema Red Label,0.069,,,,america,Cider,137,,16
Bear Ass Brown,0.042,,,,america,American Brown Ale,551,,12
Red Mountain Ale,0.06,,,,america,American Amber / Red Ale,551,,12
Ice Pick Ale,0.068,,,,america,American IPA,551,,12
4Beans,0.1,52,,,america,Baltic Porter,46,,12
Jammer,0.042,16,,,america,Gose,46,,12
Abigale,0.08,,,,america,Belgian Pale Ale,46,,12
Rad,0.032,7,,,america,Fruit / Vegetable Beer,46,,16
Bengali,0.065,62,,,america,American IPA,46,,24
Sensi Harvest,0.047,50,,,america,American Pale Ale (APA),46,,12
Hi-Res,0.099,111,,,america,American Double / Imperial IPA,46,,12
Global Warmer,0.07,70,,,america,American Strong Ale,46,,12
Autumnation (2013),0.067,74,,,america,American IPA,46,,16
The Crisp,0.054,42,,,america,German Pilsener,46,,16
Sweet Action,0.052,34,,,america,Cream Ale,46,,16
Righteous Ale,0.063,57,,,america,Rye Beer,46,,16
Bengali Tiger,0.064,62,,,america,American IPA,46,,16
3Beans,0.099,85,,,america,Baltic Porter,46,,12
Brownstone,0.059,47,,,america,American Brown Ale,46,,16
Apollo,0.052,11,,,america,American Pale Wheat Ale,46,,16
Harbinger,0.049,35,,,america,Saison / Farmhouse Ale,46,,16
Resin,0.091,103,,,america,American Double / Imperial IPA,46,,12
Diesel,0.063,69,,,america,American Stout,46,,16
Autumnation (2011-12) (2011),0.06,48,,,america,Pumpkin Ale,46,,16
The Crisp (2011),0.054,42,,,america,German Pilsener,46,,16
Sweet Action (2011),0.052,34,,,america,Cream Ale,46,,16
Righteous Ale (2011),0.063,57,,,america,Rye Beer,46,,16
Bengali Tiger (2011),0.064,62,,,america,American IPA,46,,16
Rudie Session IPA,0.045,,,,america,American IPA,264,,12
Taster's Choice,0.074,,,,america,Doppelbock,264,,12
Modus Hoperandi,0.068,65,,,america,American IPA,264,,12
Estival Cream Stout,0.058,15,,,america,American Stout,264,,12
Vernal Minthe Stout,0.058,,,,america,American Stout,264,,12
Hibernal Vinifera Stout,0.08,,,,america,Foreign / Export Stout,264,,12
Autumnal Molé Stout,,,,,america,American Stout,264,,12
Mexican Logger,0.042,18,,,america,American Pale Lager,264,,12
True Blonde Ale,0.053,,,,america,American Blonde Ale,264,,12
Euphoria Pale Ale,0.061,,,,america,American Pale Ale (APA),264,,12
ESB Special Ale,0.057,58,,,america,Extra Special / Strong Bitter (ESB),264,,12
Modus Hoperandi,0.068,65,,,america,American IPA,264,,12
Iron Butt Red Ale,0.058,39,,,america,American Amber / Red Ale,313,,12
Initial Point India Pale Ale,0.071,92,,,america,American IPA,313,,12
Monkey Dancing On A Razor Blade,0.085,,,,america,Belgian IPA,64,,24
Tripel Deke,0.082,,,,america,Tripel,64,,24
Urban Wilderness Pale Ale,0.049,,,,america,English Pale Ale,557,,12
Homefront IPA,0.06,70,,,america,American IPA,163,,12
Sly Fox Christmas Ale 2013,0.055,16,,,america,Winter Warmer,371,,12
Grisette,0.056,25,,,america,Grisette,371,,12
360° India Pale Ale,0.062,,,,america,American IPA,371,,12
Helles Golden Lager,0.049,18,,,america,Munich Helles Lager,371,,12
Sly Fox Christmas Ale 2012 (2012),0.055,16,,,america,Winter Warmer,371,,12
Odyssey Imperial IPA,0.084,90,,,america,American Double / Imperial IPA,371,,12
Oktoberfest Lager,0.058,25,,,america,Märzen / Oktoberfest,371,,12
113 IPA,0.07,113,,,america,American IPA,371,,12
Dunkel Lager,0.053,21,,,america,Munich Dunkel Lager,371,,12
Royal Weisse Ale,0.056,11,,,america,Hefeweizen,371,,12
Pikeland Pils,0.049,44,,,america,German Pilsener,371,,12
Phoenix Pale Ale,0.051,40,,,america,American Pale Ale (APA),371,,12
Rule G IPA,0.07,88,,,america,American IPA,115,,12
Murphy's Law,0.058,35,,,america,American Amber / Red Ale,115,,12
Alter Ego ,0.062,33,,,america,Saison / Farmhouse Ale,115,,12
Monarch Pilsner,0.05,,,,america,American Pilsner,191,,12
Snow King Pale Ale,0.06,55,,,america,American Pale Ale (APA),191,,12
Zonker Stout,0.054,36,,,america,Foreign / Export Stout,191,,12
OB-1 Organic Ale,0.05,22,,,america,English Brown Ale,191,,12
Snake River Lager,0.05,18,,,america,Vienna Lager,191,,12
Snake River Pale Ale,0.052,32,,,america,American Pale Ale (APA),191,,12
Thanksgiving Ale,0.05,,,,america,Kölsch,309,,12
Double Dagger Imperial IPA,0.092,,,,america,American Double / Imperial IPA,309,,12
Dagger Falls IPA,0.063,100,,,america,American IPA,309,,12
Dagger Falls IPA,0.063,100,,,america,American IPA,309,,12
Socktoberfest,0.06,,,,america,Märzen / Oktoberfest,309,,16
Hopnoxious Imperial IPA,0.079,,,,america,American Double / Imperial IPA,309,,12
Barrel Aged Seven Devils Imperial Stout,0.099,,,,america,American Double / Imperial Stout,309,,12
Boise Co-Op Two Score Ale,0.055,,,,america,Saison / Farmhouse Ale,309,,16
Sockeye Belgian Style Summer Ale,0.05,,,,america,Witbier,309,,16
Sockeye Maibock,0.064,,,,america,Maibock / Helles Bock,309,,12
Old Devil's Tooth,0.099,100,,,america,American Barleywine,309,,12
Galena Golden,0.043,,,,america,American Blonde Ale,309,,12
Hell-Diver Pale Ale,0.052,32,,,america,American Pale Ale (APA),309,,12
Woolybugger Wheat,0.046,12,,,america,American Pale Wheat Ale,309,,12
Power House Porter,0.057,,,,america,American Porter,309,,12
Winterfest,0.084,90,,,america,American Strong Ale,309,,16
Dagger Falls IPA,0.063,100,,,america,American IPA,309,,12
LuckenBock,0.07,18,,,america,Bock,257,,16
Texas Pale Ale (TPA),0.055,40,,,america,American IPA,257,,16
6 String Saison,0.08,,,,america,Saison / Farmhouse Ale,257,,16
Kol' Beer,0.05,22,,,america,Kölsch,257,,16
Montauk Light,0.035,,,,america,Light Lager,249,,12
Na Zdraví Pilsner,0.048,32,,,america,Czech Pilsener,436,,16
Nice Rack IPA,0.055,65,,,america,American IPA,436,,16
2014 IPA Cicada Series,0.075,72,,,america,American IPA,133,,16
Sinister Minister Black IPA,0.077,65,,,america,American IPA,133,,16
Jack the Sipper,0.053,45,,,america,Extra Special / Strong Bitter (ESB),133,,12
Devil's Harvest Extra Pale Ale,0.058,60,,,america,American Pale Ale (APA),133,,12
Suzy B Dirty Blonde Ale,0.05,20,,,america,American Blonde Ale,133,,12
Mississippi Fire Ant,0.08,80,,,america,American Amber / Red Ale,133,,16
Hipster Breakfast,0.058,40,,,america,Oatmeal Stout,133,,16
Suzy B Dirty Blonde Ale,0.05,20,,,america,American Blonde Ale,133,,16
Devil's Harvest Extra Pale Ale,0.058,60,,,america,American Pale Ale (APA),133,,16
Pine Belt Pale Ale,0.065,45,,,america,American Pale Ale (APA),118,,12
Walloon,0.055,,,,america,Saison / Farmhouse Ale,118,,12
Le Mort Vivant,0.069,23,,,america,Bière de Garde,118,,12
Red Cockaded Ale,0.085,110,,,america,American Double / Imperial IPA,118,,12
Valkyrie Double IPA,0.092,100,,,america,American Double / Imperial IPA,118,,12
Red Cockaded Ale (2013),0.085,110,,,america,American Double / Imperial IPA,118,,12
Old Potentate,0.072,40,,,america,Old Ale,118,,12
Bombshell Blonde,0.05,20,,,america,American Blonde Ale,118,,16
PRO-AM (2012) (2012),0.099,100,,,america,American Double / Imperial IPA,118,,12
Walloon (2014),0.055,,,,america,Saison / Farmhouse Ale,118,,12
Le Mort Vivant (2011),0.069,23,,,america,Bière de Garde,118,,12
Buried Hatchet Stout,0.083,50,,,america,Foreign / Export Stout,118,,12
Pine Belt Pale Ale,0.065,45,,,america,American Pale Ale (APA),118,,16
Bombshell Blonde,0.05,20,,,america,American Blonde Ale,118,,12
Baby Daddy Session IPA,0.047,35,,,america,American IPA,78,,12
Hopluia (2004),,,,,america,English India Pale Ale (IPA),508,,16
Ball & Chain (2014),0.058,,,,america,American Pale Ale (APA),175,,16
Bitter Biker Double IPA,0.096,,,,america,American Double / Imperial IPA,175,,16
God Damn Pigeon Porter,0.082,,,,america,American Porter,175,,16
Working for the Weekend,0.079,,,,america,American Double / Imperial IPA,175,,16
Angry Adam,0.06,,,,america,American Amber / Red Ale,175,,16
Freedom Fries,0.055,,,,america,American Stout,175,,16
Bitter Biker Double IPA,0.096,,,,america,American Double / Imperial IPA,175,,12
Ghost Bike Pale Ale,0.073,,,,america,American Pale Ale (APA),175,,16
Spiteful IPA,0.062,,,,america,American IPA,175,,12
Alley Time,0.06,,,,america,American Pale Ale (APA),175,,12
Fat Badger,0.058,,,,america,Irish Red Ale,175,,12
In the Weeds,0.055,,,,america,American Pale Wheat Ale,175,,12
Special Amber,0.05,22,,,america,Vienna Lager,498,,12
Special Amber,0.05,22,,,america,Vienna Lager,498,,12
Seven Gates Pale Ale,0.056,,,,america,American Pale Ale (APA),372,,12
Gunga Din,0.052,,,,america,Cider,186,,16
Starr Pils,0.042,20,,,america,German Pilsener,383,,12
Northern Lights India Pale Ale,0.065,52,,,america,American IPA,383,,16
Festie,0.048,12,,,america,Märzen / Oktoberfest,383,,12
Northern Lights India Pale Ale,0.065,52,,,america,American IPA,383,,12
Third Eye Enlightened Pale Ale,0.065,65,,,america,American Pale Ale (APA),119,,12
Colorado Kölsch,0.049,17,,,america,Kölsch,119,,12
Steam Engine Lager,0.057,25,,,america,American Amber / Red Lager,119,,12
Third Eye Pale Ale,0.065,65,,,america,American IPA,119,,12
Point Special (Current),0.047,9,,,america,American Adjunct Lager,131,,12
Point Special,0.047,9,,,america,American Adjunct Lager,131,,12
Point Cascade Pale Ale (2013),0.054,33,,,america,American Pale Ale (APA),131,,12
Point Special,0.047,9,,,america,American Adjunct Lager,131,,12
Onyx Black Ale,0.052,9,,,america,American Black Ale,131,,12
Beyond The Pale IPA,0.063,64,,,america,American IPA,131,,12
Point Special (2013),0.047,9,,,america,American Adjunct Lager,131,,12
Point Special (2012),0.047,9,,,america,American Adjunct Lager,131,,12
Point Special Lager,0.047,9,,,america,American Adjunct Lager,131,,16
St. Benedict's Winter Ale,0.062,,,,america,Winter Warmer,131,,12
Point Oktoberfest,0.057,15,,,america,Märzen / Oktoberfest,131,,16
Point Nude Beach Summer Wheat,0.052,7,,,america,American Pale Wheat Ale,131,,16
Point Nude Beach Summer Wheat,0.05,7,,,america,American Pale Wheat Ale,131,,12
Point Nude Beach Summer Wheat (2011),0.05,7,,,america,American Pale Wheat Ale,131,,12
Drop Dead Blonde,0.035,,,,america,American Blonde Ale,131,,12
Three Kings Ale,0.049,13,,,america,Kölsch,131,,12
Point Oktoberfest,0.057,15,,,america,Märzen / Oktoberfest,131,,12
2012 Black Ale,0.054,32,,,america,American Brown Ale,131,,12
Point Nude Beach Summer Wheat (2010),0.05,7,,,america,American Pale Wheat Ale,131,,12
Point Cascade Pale Ale,0.054,33,,,america,American Pale Ale (APA),131,,12
Point Amber Classic,0.047,14,,,america,American Amber / Red Lager,131,,12
Point Special Lager,0.047,9,,,america,American Adjunct Lager,131,,12
Wisco Disco,0.051,31,,,america,American Amber / Red Ale,486,,16
Brontide,0.05,,,,america,American Black Ale,255,,12
Brontide,0.05,,,,america,American Black Ale,255,,12
Classique,0.045,,,,america,Saison / Farmhouse Ale,255,,12
Sunsplash Golden Ale (2004),0.045,,,,america,American Blonde Ale,492,,12
Sand Island Lighthouse,0.051,25,,,america,Kölsch,412,,12
Lily Flagg Milk Stout,0.05,30,,,america,Milk / Sweet Stout,412,,12
Monkeynaut IPA,0.072,70,,,america,American IPA,412,,12
Straub Beer (Current),0.05,,,,america,American Adjunct Lager,129,,12
American Lager,0.041,8,,,america,American Adjunct Lager,129,,12
American Amber,0.041,8,,,america,American Amber / Red Lager,129,,12
American Light,0.032,13,,,america,Light Lager,129,,12
Extra Pale Ale,0.053,49,,,america,American Pale Ale (APA),138,,12
Make It So,0.053,40,,,america,Extra Special / Strong Bitter (ESB),58,,12
Hopvale Organic Ale,0.047,55,,,america,American Pale Ale (APA),58,,16
Unchained #18 Hop Silo,0.083,100,,,america,American Double / Imperial IPA,58,,16
Tip Off,0.052,29,,,america,Altbier,25,,16
Java Mac,0.054,,,,america,Scottish Ale,25,,16
Cowbell,0.054,23,,,america,American Porter,25,,16
Hop Up Offa That Brett (2014),0.058,20,,,america,Belgian Pale Ale,25,,16
PV Muckle (2013),0.083,23,,,america,Scotch Ale / Wee Heavy,25,,16
Bourbon Barrel Batch 666: Sympathy for the Devil,0.099,36,,,america,Belgian Dark Ale,25,,16
Whip Fight,0.09,30,,,america,Scotch Ale / Wee Heavy,25,,16
Port Barrel Wee Mac ,0.053,23,,,america,Scotch Ale / Wee Heavy,25,,16
Fistful Of Hops Red,0.064,75,,,america,American IPA,25,,16
Fistful of Hops Orange,0.063,75,,,america,American IPA,25,,16
Fistful Of Hops Blue,0.064,75,,,america,American IPA,25,,16
Fistful of Hops Green,0.064,75,,,america,American IPA,25,,16
30 Min Coma,,,,,america,Belgian IPA,25,,16
Wee Muckle,0.09,30,,,america,Scotch Ale / Wee Heavy,25,,16
Royal Brat,0.065,55,,,america,Extra Special / Strong Bitter (ESB),25,,16
Grapefruit Jungle (GFJ),0.075,77,,,america,American IPA,25,,16
Osiris Pale Ale,0.056,50,,,america,American Pale Ale (APA),25,,16
Bourbon Barrel Aged Timmie,0.099,75,,,america,Russian Imperial Stout,25,,16
Stupid Sexy Flanders,0.063,23,,,america,Flanders Oud Bruin,25,,16
Bourbon Barrel Cowbell,,,,,america,American Porter,25,,16
Popcorn Pilsner,0.054,,,,america,German Pilsener,25,,16
Ring of Dingle,0.071,27,,,america,Irish Dry Stout,25,,16
Bourbon Barrel Wee Mac,0.054,23,,,america,Scottish Ale,25,,16
Bourbon Barrel Johan,0.099,60,,,america,English Barleywine,25,,16
The Deuce,0.07,,,,america,American Brown Ale,25,,16
The Velvet Fog,0.09,24,,,america,Quadrupel (Quad),25,,16
Sun King Oktoberfest,0.055,23,,,america,Märzen / Oktoberfest,25,,16
Indianapolis Indians Lager,0.052,24,,,america,Dortmunder / Export Lager,25,,16
Indians Victory Lager (2012),0.052,24,,,america,Dortmunder / Export Lager,25,,16
Chaka,0.08,,,,america,Belgian Strong Pale Ale,25,,16
Isis,0.091,91,,,america,American Double / Imperial IPA,25,,16
Wee Muckle (2011),0.09,30,,,america,Scotch Ale / Wee Heavy,25,,16
Grapefruit Jungle (GFJ) (2011),0.075,77,,,america,American IPA,25,,16
Sun King Oktoberfest (2011),0.055,23,,,america,Märzen / Oktoberfest,25,,16
Johan the Barleywine,0.099,60,,,america,English Barleywine,25,,16
Wee Mac Scottish-Style Ale,0.054,23,,,america,Scottish Ale,25,,16
Sunlight Cream Ale,0.053,20,,,america,Cream Ale,25,,16
Osiris Pale Ale (2010),0.056,50,,,america,American Pale Ale (APA),25,,16
Dam Lager,0.045,,,,america,American Amber / Red Lager,455,,12
Red Clay IPA,0.07,,,,america,American IPA,455,,12
Todd the Axe Man,0.072,,,,america,American IPA,61,,16
Doomtree,0.057,,,,america,Extra Special / Strong Bitter (ESB),61,,16
BLAKKR,0.099,85,,,america,American Black Ale,61,,16
Overrated! West Coast Style IPA,0.073,69,,,america,American IPA,61,,16
WET,0.075,90,,,america,American IPA,61,,16
